"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"States"	"States Code"	"Year"	"Year Code"	Count
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Kentucky"	"21"	"2009"	"2009"	388
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Kentucky"	"21"	"2010"	"2010"	348
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Kentucky"	"21"	"2011"	"2011"	377
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Kentucky"	"21"	"2012"	"2012"	383
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Kentucky"	"21"	"2013"	"2013"	392
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"1999"	"1999"	239
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2000"	"2000"	238
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2001"	"2001"	269
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2002"	"2002"	283
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2003"	"2003"	300
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2004"	"2004"	299
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2005"	"2005"	330
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2006"	"2006"	330
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2007"	"2007"	372
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2008"	"2008"	343
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2009"	"2009"	384
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2010"	"2010"	431
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2011"	"2011"	430
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2012"	"2012"	402
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Louisiana"	"22"	"2013"	"2013"	420
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"1999"	"1999"	60
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2000"	"2000"	76
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2001"	"2001"	81
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2002"	"2002"	83
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2003"	"2003"	85
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2004"	"2004"	104
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2005"	"2005"	107
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2006"	"2006"	95
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2007"	"2007"	118
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2008"	"2008"	103
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2009"	"2009"	95
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2010"	"2010"	79
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2011"	"2011"	99
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2012"	"2012"	97
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maine"	"23"	"2013"	"2013"	113
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"1999"	"1999"	237
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2000"	"2000"	209
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2001"	"2001"	225
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2002"	"2002"	256
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2003"	"2003"	279
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2004"	"2004"	285
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2005"	"2005"	317
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2006"	"2006"	307
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2007"	"2007"	374
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2008"	"2008"	373
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2009"	"2009"	366
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2010"	"2010"	361
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2011"	"2011"	379
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2012"	"2012"	374
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Maryland"	"24"	"2013"	"2013"	349
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"1999"	"1999"	357
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2000"	"2000"	317
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2001"	"2001"	367
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2002"	"2002"	397
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2003"	"2003"	392
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2004"	"2004"	378
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2005"	"2005"	428
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2006"	"2006"	463
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2007"	"2007"	424
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2008"	"2008"	446
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2009"	"2009"	437
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2010"	"2010"	417
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2011"	"2011"	439
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2012"	"2012"	454
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Massachusetts"	"25"	"2013"	"2013"	452
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"1999"	"1999"	486
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2000"	"2000"	561
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2001"	"2001"	517
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2002"	"2002"	565
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2003"	"2003"	631
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2004"	"2004"	605
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2005"	"2005"	627
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2006"	"2006"	705
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2007"	"2007"	691
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2008"	"2008"	707
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2009"	"2009"	677
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2010"	"2010"	707
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2011"	"2011"	761
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2012"	"2012"	751
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Michigan"	"26"	"2013"	"2013"	680
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"1999"	"1999"	224
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2000"	"2000"	237
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2001"	"2001"	225
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2002"	"2002"	256
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2003"	"2003"	273
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2004"	"2004"	269
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2005"	"2005"	294
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2006"	"2006"	299
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2007"	"2007"	344
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2008"	"2008"	323
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2009"	"2009"	311
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2010"	"2010"	324
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2011"	"2011"	302
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2012"	"2012"	332
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Minnesota"	"27"	"2013"	"2013"	353
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2003"	"2003"	160
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2004"	"2004"	196
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2005"	"2005"	202
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2006"	"2006"	185
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2007"	"2007"	218
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2008"	"2008"	230
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2009"	"2009"	236
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2010"	"2010"	236
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2011"	"2011"	254
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2012"	"2012"	250
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Mississippi"	"28"	"2013"	"2013"	266
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"1999"	"1999"	280
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2000"	"2000"	340
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2001"	"2001"	301
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2002"	"2002"	352
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2003"	"2003"	373
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2004"	"2004"	377
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2005"	"2005"	375
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2006"	"2006"	464
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2007"	"2007"	435
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2008"	"2008"	430
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2009"	"2009"	469
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2010"	"2010"	432
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2011"	"2011"	443
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2012"	"2012"	503
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Missouri"	"29"	"2013"	"2013"	485
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"1999"	"1999"	51
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2000"	"2000"	44
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2001"	"2001"	37
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2002"	"2002"	42
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2003"	"2003"	47
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2004"	"2004"	53
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2005"	"2005"	46
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2006"	"2006"	51
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2007"	"2007"	56
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2008"	"2008"	54
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2009"	"2009"	59
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2010"	"2010"	52
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2011"	"2011"	65
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2012"	"2012"	64
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Montana"	"30"	"2013"	"2013"	76
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"1999"	"1999"	85
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2000"	"2000"	95
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2001"	"2001"	108
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2002"	"2002"	96
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2003"	"2003"	90
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2004"	"2004"	107
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2005"	"2005"	112
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2006"	"2006"	109
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2007"	"2007"	128
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2008"	"2008"	158
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2009"	"2009"	123
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2010"	"2010"	132
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2011"	"2011"	103
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2012"	"2012"	117
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nebraska"	"31"	"2013"	"2013"	135
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"1999"	"1999"	72
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2000"	"2000"	94
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2001"	"2001"	86
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2002"	"2002"	87
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2003"	"2003"	101
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2004"	"2004"	120
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2005"	"2005"	97
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2006"	"2006"	117
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2007"	"2007"	117
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2008"	"2008"	166
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2009"	"2009"	151
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Nevada"	"32"	"2010"	"2010"	119
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"1999"	"1999"	47
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2000"	"2000"	63
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2001"	"2001"	60
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2002"	"2002"	64
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2003"	"2003"	62
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2004"	"2004"	79
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2005"	"2005"	78
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2006"	"2006"	75
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2007"	"2007"	82
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2008"	"2008"	77
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2009"	"2009"	84
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2010"	"2010"	83
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2011"	"2011"	78
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2012"	"2012"	91
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Hampshire"	"33"	"2013"	"2013"	100
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"1999"	"1999"	479
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2000"	"2000"	411
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2001"	"2001"	493
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2002"	"2002"	535
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2003"	"2003"	486
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2004"	"2004"	562
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2005"	"2005"	566
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2006"	"2006"	538
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2007"	"2007"	553
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2008"	"2008"	590
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2009"	"2009"	563
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2010"	"2010"	515
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2011"	"2011"	525
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2012"	"2012"	613
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Jersey"	"34"	"2013"	"2013"	615
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"1999"	"1999"	78
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2000"	"2000"	78
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2001"	"2001"	68
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2002"	"2002"	76
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2003"	"2003"	103
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2004"	"2004"	96
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2005"	"2005"	91
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2006"	"2006"	104
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2007"	"2007"	105
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2008"	"2008"	114
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2009"	"2009"	115
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2010"	"2010"	116
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2011"	"2011"	127
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2012"	"2012"	145
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New Mexico"	"35"	"2013"	"2013"	115
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"1999"	"1999"	983
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2000"	"2000"	1032
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2001"	"2001"	1004
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2002"	"2002"	1008
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2003"	"2003"	1054
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2004"	"2004"	1158
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2005"	"2005"	1212
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2006"	"2006"	1222
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2007"	"2007"	1245
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2008"	"2008"	1284
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2009"	"2009"	1287
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2010"	"2010"	1278
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2011"	"2011"	1269
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2012"	"2012"	1325
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"New York"	"36"	"2013"	"2013"	1323
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"1999"	"1999"	363
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2000"	"2000"	368
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2001"	"2001"	405
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2002"	"2002"	432
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2003"	"2003"	467
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2004"	"2004"	502
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2005"	"2005"	572
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2006"	"2006"	592
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2007"	"2007"	568
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2008"	"2008"	573
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2009"	"2009"	683
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2010"	"2010"	656
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2011"	"2011"	730
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2012"	"2012"	706
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Carolina"	"37"	"2013"	"2013"	708
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"1999"	"1999"	20
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2000"	"2000"	33
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2001"	"2001"	31
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2002"	"2002"	36
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2003"	"2003"	40
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2004"	"2004"	41
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2005"	"2005"	39
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2006"	"2006"	43
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2007"	"2007"	45
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2008"	"2008"	38
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2009"	"2009"	55
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2010"	"2010"	48
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2011"	"2011"	52
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2012"	"2012"	54
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"North Dakota"	"38"	"2013"	"2013"	54
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"1999"	"1999"	585
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2000"	"2000"	604
