"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2002"	"2002"	233
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2003"	"2003"	210
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2004"	"2004"	243
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2005"	"2005"	254
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2006"	"2006"	278
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2007"	"2007"	290
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2008"	"2008"	325
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2009"	"2009"	323
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2010"	"2010"	395
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2011"	"2011"	404
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2012"	"2012"	408
	"Thyroid"	"32010"	"Female"	"F"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2013"	"2013"	380
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"1999"	"1999"	88
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2000"	"2000"	85
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2001"	"2001"	88
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2002"	"2002"	83
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2003"	"2003"	113
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2004"	"2004"	98
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2005"	"2005"	120
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2006"	"2006"	125
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2007"	"2007"	131
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2008"	"2008"	156
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2009"	"2009"	170
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2010"	"2010"	167
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2011"	"2011"	174
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2012"	"2012"	185
	"Thyroid"	"32010"	"Female"	"F"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2013"	"2013"	187
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"1999"	"1999"	51
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2000"	"2000"	69
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2001"	"2001"	82
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2002"	"2002"	75
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2003"	"2003"	59
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2004"	"2004"	89
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2005"	"2005"	92
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2006"	"2006"	88
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2007"	"2007"	113
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2008"	"2008"	112
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2009"	"2009"	122
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2010"	"2010"	112
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2011"	"2011"	124
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2012"	"2012"	105
	"Thyroid"	"32010"	"Female"	"F"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2013"	"2013"	90
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"1999"	"1999"	190
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2000"	"2000"	182
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2001"	"2001"	200
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2002"	"2002"	222
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2003"	"2003"	272
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2004"	"2004"	248
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2005"	"2005"	279
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2006"	"2006"	288
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2007"	"2007"	314
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2008"	"2008"	357
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2009"	"2009"	383
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2010"	"2010"	360
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2011"	"2011"	420
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2012"	"2012"	405
	"Thyroid"	"32010"	"Female"	"F"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2013"	"2013"	405
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"1999"	"1999"	25
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2000"	"2000"	26
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2001"	"2001"	29
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2002"	"2002"	38
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2003"	"2003"	36
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2004"	"2004"	46
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2005"	"2005"	40
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2006"	"2006"	52
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2007"	"2007"	45
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2008"	"2008"	60
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2009"	"2009"	49
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2010"	"2010"	61
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2011"	"2011"	65
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2012"	"2012"	82
	"Thyroid"	"32010"	"Female"	"F"	" Spokane-Spokane Valley, WA  "	"44060"	"2013"	"2013"	53
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"1999"	"1999"	30
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2000"	"2000"	37
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2001"	"2001"	26
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2002"	"2002"	46
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2003"	"2003"	37
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2004"	"2004"	46
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2005"	"2005"	62
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2006"	"2006"	69
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2007"	"2007"	71
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2008"	"2008"	47
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2009"	"2009"	65
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2010"	"2010"	57
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2011"	"2011"	62
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2012"	"2012"	75
	"Thyroid"	"32010"	"Female"	"F"	" Springfield, MA  "	"44140"	"2013"	"2013"	60
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"1999"	"1999"	24
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2000"	"2000"	31
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2001"	"2001"	22
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2002"	"2002"	31
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2003"	"2003"	41
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2004"	"2004"	35
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2005"	"2005"	42
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2006"	"2006"	30
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2007"	"2007"	38
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2008"	"2008"	41
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2009"	"2009"	51
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2010"	"2010"	56
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2011"	"2011"	58
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2012"	"2012"	71
	"Thyroid"	"32010"	"Female"	"F"	" Stockton-Lodi, CA  "	"44700"	"2013"	"2013"	61
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"1999"	"1999"	43
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2000"	"2000"	51
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2001"	"2001"	45
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2002"	"2002"	60
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2003"	"2003"	46
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2004"	"2004"	44
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2005"	"2005"	55
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2006"	"2006"	50
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2007"	"2007"	78
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2008"	"2008"	78
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2009"	"2009"	89
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2010"	"2010"	87
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2011"	"2011"	86
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2012"	"2012"	86
	"Thyroid"	"32010"	"Female"	"F"	" Syracuse, NY  "	"45060"	"2013"	"2013"	97
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"1999"	"1999"	110
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2000"	"2000"	132
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2001"	"2001"	141
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2002"	"2002"	120
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2003"	"2003"	156
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2004"	"2004"	173
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2005"	"2005"	201
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2006"	"2006"	180
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2007"	"2007"	202
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2008"	"2008"	272
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2009"	"2009"	265
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2010"	"2010"	277
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2011"	"2011"	265
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2012"	"2012"	243
	"Thyroid"	"32010"	"Female"	"F"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2013"	"2013"	285
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"1999"	"1999"	33
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2000"	"2000"	31
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2001"	"2001"	27
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2002"	"2002"	26
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2003"	"2003"	33
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2004"	"2004"	46
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2005"	"2005"	56
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2006"	"2006"	44
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2007"	"2007"	35
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2008"	"2008"	47
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2009"	"2009"	33
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2010"	"2010"	45
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2011"	"2011"	47
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2012"	"2012"	34
	"Thyroid"	"32010"	"Female"	"F"	" Toledo, OH  "	"45780"	"2013"	"2013"	58
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"1999"	"1999"	41
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2000"	"2000"	48
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2001"	"2001"	64
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2002"	"2002"	58
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2003"	"2003"	74
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2004"	"2004"	80
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2005"	"2005"	87
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2006"	"2006"	90
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2007"	"2007"	93
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2008"	"2008"	115
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2009"	"2009"	127
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2010"	"2010"	125
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2011"	"2011"	117
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2012"	"2012"	123
	"Thyroid"	"32010"	"Female"	"F"	" Tucson, AZ  "	"46060"	"2013"	"2013"	110
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"1999"	"1999"	29
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2000"	"2000"	35
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2001"	"2001"	26
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2002"	"2002"	32
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2003"	"2003"	30
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2004"	"2004"	35
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2005"	"2005"	50
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2006"	"2006"	84
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2007"	"2007"	59
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2008"	"2008"	70
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2009"	"2009"	73
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2010"	"2010"	89
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2011"	"2011"	79
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2012"	"2012"	116
	"Thyroid"	"32010"	"Female"	"F"	" Tulsa, OK  "	"46140"	"2013"	"2013"	135
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2000"	"2000"	56
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2001"	"2001"	75
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2002"	"2002"	74
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2003"	"2003"	89
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2004"	"2004"	70
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2005"	"2005"	103
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2006"	"2006"	106
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2007"	"2007"	118
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2008"	"2008"	114
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2009"	"2009"	133
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2010"	"2010"	125
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2011"	"2011"	121
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2012"	"2012"	130
	"Thyroid"	"32010"	"Female"	"F"	" Urban Honolulu, HI  "	"46520"	"2013"	"2013"	121
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2003"	"2003"	69
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2004"	"2004"	67
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2005"	"2005"	71
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2006"	"2006"	108
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2007"	"2007"	138
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2008"	"2008"	152
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2009"	"2009"	130
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2010"	"2010"	141
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2011"	"2011"	158
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2012"	"2012"	143
	"Thyroid"	"32010"	"Female"	"F"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2013"	"2013"	161
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2003"	"2003"	453
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2004"	"2004"	453
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2005"	"2005"	480
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2006"	"2006"	511
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2007"	"2007"	575
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2008"	"2008"	580
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2009"	"2009"	697
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2010"	"2010"	711
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2011"	"2011"	809
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2012"	"2012"	812
	"Thyroid"	"32010"	"Female"	"F"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2013"	"2013"	910
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"1999"	"1999"	20
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2000"	"2000"	20
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2001"	"2001"	21
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2002"	"2002"	30
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2003"	"2003"	28
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2004"	"2004"	28
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2005"	"2005"	31
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2006"	"2006"	55
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2007"	"2007"	61
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2008"	"2008"	55
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2009"	"2009"	44
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2010"	"2010"	53
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2011"	"2011"	66
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2012"	"2012"	57
	"Thyroid"	"32010"	"Female"	"F"	" Winston-Salem, NC  "	"49180"	"2013"	"2013"	55
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"1999"	"1999"	48
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2000"	"2000"	53
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2001"	"2001"	40
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2002"	"2002"	49
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2003"	"2003"	54
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2004"	"2004"	76
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2005"	"2005"	96
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2006"	"2006"	111
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2007"	"2007"	117
	"Thyroid"	"32010"	"Female"	"F"	" Worcester, MA-CT  "	"49340"	"2008"	"2008"	103
