"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"35-39 years"	"35-39"	90
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"40-44 years"	"40-44"	137
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"45-49 years"	"45-49"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"50-54 years"	"50-54"	180
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"55-59 years"	"55-59"	156
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"60-64 years "	"60-64"	141
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"65-69 years"	"65-69"	149
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"70-74 years"	"70-74"	136
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"75-79 years"	"75-79"	129
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"80-84 years"	"80-84"	83
	"Cervix Uteri"	"27010"	"Other"	"99999"	"1999"	"1999"	"85+ years"	"85+"	129
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"25-29 years"	"25-29"	31
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"30-34 years"	"30-34"	55
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"35-39 years"	"35-39"	93
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"40-44 years"	"40-44"	129
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"45-49 years"	"45-49"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"50-54 years"	"50-54"	154
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"55-59 years"	"55-59"	164
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"60-64 years "	"60-64"	123
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"65-69 years"	"65-69"	126
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"70-74 years"	"70-74"	135
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"75-79 years"	"75-79"	133
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"80-84 years"	"80-84"	112
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2000"	"2000"	"85+ years"	"85+"	127
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"25-29 years"	"25-29"	19
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"30-34 years"	"30-34"	62
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"35-39 years"	"35-39"	109
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"40-44 years"	"40-44"	158
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"45-49 years"	"45-49"	195
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"50-54 years"	"50-54"	204
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"55-59 years"	"55-59"	120
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"60-64 years "	"60-64"	137
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"65-69 years"	"65-69"	104
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"70-74 years"	"70-74"	117
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"75-79 years"	"75-79"	105
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"80-84 years"	"80-84"	89
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2001"	"2001"	"85+ years"	"85+"	133
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"25-29 years"	"25-29"	19
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"30-34 years"	"30-34"	68
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"35-39 years"	"35-39"	87
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"40-44 years"	"40-44"	139
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"45-49 years"	"45-49"	162
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"50-54 years"	"50-54"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"55-59 years"	"55-59"	132
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"60-64 years "	"60-64"	122
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"65-69 years"	"65-69"	127
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"70-74 years"	"70-74"	124
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"75-79 years"	"75-79"	113
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"80-84 years"	"80-84"	81
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2002"	"2002"	"85+ years"	"85+"	123
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"25-29 years"	"25-29"	25
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"30-34 years"	"30-34"	59
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"35-39 years"	"35-39"	96
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"40-44 years"	"40-44"	135
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"45-49 years"	"45-49"	131
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"50-54 years"	"50-54"	142
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"55-59 years"	"55-59"	151
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"60-64 years "	"60-64"	141
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"65-69 years"	"65-69"	122
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"70-74 years"	"70-74"	102
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"75-79 years"	"75-79"	99
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"80-84 years"	"80-84"	114
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2003"	"2003"	"85+ years"	"85+"	117
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"25-29 years"	"25-29"	19
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"30-34 years"	"30-34"	58
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"35-39 years"	"35-39"	85
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"40-44 years"	"40-44"	139
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"45-49 years"	"45-49"	152
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"50-54 years"	"50-54"	132
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"55-59 years"	"55-59"	162
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"60-64 years "	"60-64"	145
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"65-69 years"	"65-69"	112
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"70-74 years"	"70-74"	98
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"75-79 years"	"75-79"	94
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"80-84 years"	"80-84"	90
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2004"	"2004"	"85+ years"	"85+"	98
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"25-29 years"	"25-29"	22
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"30-34 years"	"30-34"	49
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"35-39 years"	"35-39"	81
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"40-44 years"	"40-44"	139
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"45-49 years"	"45-49"	184
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"50-54 years"	"50-54"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"55-59 years"	"55-59"	151
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"60-64 years "	"60-64"	126
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"65-69 years"	"65-69"	105
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"70-74 years"	"70-74"	108
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"75-79 years"	"75-79"	89
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"80-84 years"	"80-84"	101
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2005"	"2005"	"85+ years"	"85+"	102
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"30-34 years"	"30-34"	53
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"35-39 years"	"35-39"	103
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"40-44 years"	"40-44"	141
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"45-49 years"	"45-49"	165
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"50-54 years"	"50-54"	167
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"55-59 years"	"55-59"	161
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"60-64 years "	"60-64"	127
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"65-69 years"	"65-69"	96
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"70-74 years"	"70-74"	98
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"75-79 years"	"75-79"	98
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"80-84 years"	"80-84"	85
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2006"	"2006"	"85+ years"	"85+"	124
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"25-29 years"	"25-29"	19
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"30-34 years"	"30-34"	42
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"35-39 years"	"35-39"	101
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"40-44 years"	"40-44"	135
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"45-49 years"	"45-49"	160
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"50-54 years"	"50-54"	168
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"55-59 years"	"55-59"	178
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"60-64 years "	"60-64"	153
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"65-69 years"	"65-69"	131
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"70-74 years"	"70-74"	113
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"75-79 years"	"75-79"	97
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"80-84 years"	"80-84"	110
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2007"	"2007"	"85+ years"	"85+"	98
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"25-29 years"	"25-29"	23
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"30-34 years"	"30-34"	29
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"35-39 years"	"35-39"	96
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"40-44 years"	"40-44"	137
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"45-49 years"	"45-49"	161
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"50-54 years"	"50-54"	172
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"55-59 years"	"55-59"	156
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"60-64 years "	"60-64"	164
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"65-69 years"	"65-69"	135
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"70-74 years"	"70-74"	101
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"75-79 years"	"75-79"	96
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"80-84 years"	"80-84"	81
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2008"	"2008"	"85+ years"	"85+"	100
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"25-29 years"	"25-29"	19
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"30-34 years"	"30-34"	41
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"35-39 years"	"35-39"	84
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"40-44 years"	"40-44"	121
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"45-49 years"	"45-49"	190
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"50-54 years"	"50-54"	155
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"55-59 years"	"55-59"	170
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"60-64 years "	"60-64"	128
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"65-69 years"	"65-69"	127
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"70-74 years"	"70-74"	105
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"75-79 years"	"75-79"	100
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"80-84 years"	"80-84"	69
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2009"	"2009"	"85+ years"	"85+"	107
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"25-29 years"	"25-29"	27
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"30-34 years"	"30-34"	37
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"35-39 years"	"35-39"	80
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"40-44 years"	"40-44"	103
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"45-49 years"	"45-49"	169
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"50-54 years"	"50-54"	194
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"55-59 years"	"55-59"	173
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"60-64 years "	"60-64"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"65-69 years"	"65-69"	117
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"70-74 years"	"70-74"	105
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"75-79 years"	"75-79"	91
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"80-84 years"	"80-84"	82
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2010"	"2010"	"85+ years"	"85+"	82
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"25-29 years"	"25-29"	24
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"30-34 years"	"30-34"	55
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"35-39 years"	"35-39"	80
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"40-44 years"	"40-44"	123
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"45-49 years"	"45-49"	174
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"50-54 years"	"50-54"	171
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"55-59 years"	"55-59"	167
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"60-64 years "	"60-64"	180
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"65-69 years"	"65-69"	135
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"70-74 years"	"70-74"	104
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"75-79 years"	"75-79"	84
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"80-84 years"	"80-84"	89
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2011"	"2011"	"85+ years"	"85+"	93
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"25-29 years"	"25-29"	21
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"30-34 years"	"30-34"	48
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"35-39 years"	"35-39"	80
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"40-44 years"	"40-44"	128
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"45-49 years"	"45-49"	137
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"50-54 years"	"50-54"	173
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"55-59 years"	"55-59"	186
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"60-64 years "	"60-64"	156
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"65-69 years"	"65-69"	140
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"70-74 years"	"70-74"	109
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"75-79 years"	"75-79"	83
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"80-84 years"	"80-84"	65
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2012"	"2012"	"85+ years"	"85+"	82
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"25-29 years"	"25-29"	23
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"30-34 years"	"30-34"	58
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"35-39 years"	"35-39"	73
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"40-44 years"	"40-44"	124
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"45-49 years"	"45-49"	172
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"50-54 years"	"50-54"	201
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"55-59 years"	"55-59"	178
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"60-64 years "	"60-64"	177
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"65-69 years"	"65-69"	132
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"70-74 years"	"70-74"	104
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"75-79 years"	"75-79"	91
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"80-84 years"	"80-84"	76
	"Cervix Uteri"	"27010"	"Other"	"99999"	"2013"	"2013"	"85+ years"	"85+"	86
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"1999"	"1999"	"75-79 years"	"75-79"	17
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"1999"	"1999"	"80-84 years"	"80-84"	17
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"1999"	"1999"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2000"	"2000"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2001"	"2001"	"70-74 years"	"70-74"	16
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2002"	"2002"	"75-79 years"	"75-79"	18
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2002"	"2002"	"80-84 years"	"80-84"	17
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2002"	"2002"	"85+ years"	"85+"	16
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2003"	"2003"	"85+ years"	"85+"	24
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2005"	"2005"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2006"	"2006"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2007"	"2007"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2008"	"2008"	"85+ years"	"85+"	18
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2010"	"2010"	"85+ years"	"85+"	20
	"Colon and Rectum"	"21041-21052"	" Akron, OH  "	"10420"	"2011"	"2011"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"1999"	"1999"	"70-74 years"	"70-74"	16
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"1999"	"1999"	"75-79 years"	"75-79"	16
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"1999"	"1999"	"80-84 years"	"80-84"	16
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"1999"	"1999"	"85+ years"	"85+"	35
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2000"	"2000"	"80-84 years"	"80-84"	23
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2000"	"2000"	"85+ years"	"85+"	28
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2001"	"2001"	"75-79 years"	"75-79"	19
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2001"	"2001"	"80-84 years"	"80-84"	16
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2001"	"2001"	"85+ years"	"85+"	35
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2002"	"2002"	"80-84 years"	"80-84"	18
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2002"	"2002"	"85+ years"	"85+"	34
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2003"	"2003"	"75-79 years"	"75-79"	17
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2003"	"2003"	"85+ years"	"85+"	23
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2004"	"2004"	"80-84 years"	"80-84"	17
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2004"	"2004"	"85+ years"	"85+"	36
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2005"	"2005"	"85+ years"	"85+"	33
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2006"	"2006"	"80-84 years"	"80-84"	26
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2006"	"2006"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2007"	"2007"	"85+ years"	"85+"	26
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2008"	"2008"	"85+ years"	"85+"	34
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2009"	"2009"	"85+ years"	"85+"	25
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2010"	"2010"	"80-84 years"	"80-84"	19
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2010"	"2010"	"85+ years"	"85+"	30
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2011"	"2011"	"80-84 years"	"80-84"	21
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2011"	"2011"	"85+ years"	"85+"	29
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2012"	"2012"	"85+ years"	"85+"	31
	"Colon and Rectum"	"21041-21052"	" Albany-Schenectady-Troy, NY  "	"10580"	"2013"	"2013"	"85+ years"	"85+"	32
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2001"	"2001"	"85+ years"	"85+"	17
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2005"	"2005"	"85+ years"	"85+"	19
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2008"	"2008"	"85+ years"	"85+"	21
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2010"	"2010"	"85+ years"	"85+"	17
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2011"	"2011"	"85+ years"	"85+"	16
	"Colon and Rectum"	"21041-21052"	" Albuquerque, NM  "	"10740"	"2012"	"2012"	"85+ years"	"85+"	23
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"1999"	"1999"	"80-84 years"	"80-84"	17
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"1999"	"1999"	"85+ years"	"85+"	28
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2000"	"2000"	"85+ years"	"85+"	23
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2001"	"2001"	"80-84 years"	"80-84"	16
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2001"	"2001"	"85+ years"	"85+"	29
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2002"	"2002"	"85+ years"	"85+"	21
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2003"	"2003"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2004"	"2004"	"85+ years"	"85+"	29
